,X,Y,FireDiscoveryDateTime,AirTemp,dewpoint_temperature_2m,RelHum,WindSpeed,Rain,SoilTemp,LAI
0,-117.148516957,33.502940854,2021-10-25,11.625512695312523,11.388345336914085,98.81416320800781,1.3715125626856508,8.000965010523942e-06,12.534158325195335,4.441162109375
1,-120.499113147,39.6185252440001,2018-08-07,14.219232177734398,2.8945098876953352,43.37638854980469,1.2017694786445718,0.0,13.67463073730471,2.9541015625
2,-120.726713496,41.7837354000001,2020-07-24,13.663507080078148,9.753457641601585,80.44975280761719,1.8856939727451103,0.0,16.071771240234398,2.15869140625
3,-120.828645919,37.3130220190001,2022-05-18,15.57673034667971,6.861505126953148,56.42387390136719,1.977813768144776,0.0,18.434167480468773,1.927734375
4,-122.310313713,41.5762222450001,2022-02-23,-7.894140624999977,-15.418051147460915,62.38044738769531,1.5206079028990027,0.0,-0.9321350097656023,4.300048828125
5,-118.795012523,36.685838432,2016-07-06,9.17841491699221,-2.3912261962890398,42.15179443359375,1.6523512647477065,0.0,11.297875976562523,4.2984619140625
6,-119.2610124,34.5841348540001,2021-10-05,13.923089599609398,10.175408935546898,81.2615966796875,0.3118122184812994,0.0,14.051080322265648,1.9210205078125
7,-121.138653146,38.8264181280001,2019-07-31,16.562539672851585,10.04804382324221,67.42752075195312,1.1118229631080667,0.0,19.85962829589846,2.109130859375
8,-120.021102809,37.481701091,2020-07-19,19.934777832031273,10.135369873046898,51.002960205078125,1.4043755831732354,0.0,21.687127685546898,2.1170654296875
9,-118.183442222,34.5837749180001,2022-05-25,18.46668395996096,4.983453369140648,32.58384704589844,0.8656075007846963,1.3133444554114249e-08,17.93219909667971,0.0
10,-117.239427995,33.7822978820001,2021-11-15,10.58899841308596,-2.6845306396484148,33.632354736328125,2.788757611504487,0.0,11.000482177734398,0.997314453125
11,-121.094013498,41.412565339,2021-08-06,12.26325378417971,6.76007995605471,72.484130859375,1.0976594031023914,0.0,16.143731689453148,3.98974609375
12,-117.046368958,33.7430548880001,2022-05-17,11.472680664062523,10.81995544433596,96.73637390136719,1.074066577992045,1.3262033462524414e-06,14.672662353515648,0.5882568359375
13,-120.055865759,36.973519041,2022-05-19,21.903558349609398,7.31086120605471,27.036514282226562,3.005703341133347,0.0,22.63739929199221,2.1728515625
14,-117.454776049,33.994485894,2021-11-02,11.498071289062523,10.474145507812523,94.88037109375,0.7080480695657798,3.552713678800501e-15,11.69013366699221,4.546875
15,-120.524696652,35.134258834,2019-11-17,12.883050537109398,9.18158874511721,81.49269104003906,3.9378268193409425,0.0,14.037194824218773,1.4078369140625
16,-121.063989176,39.1569701610001,2021-06-19,22.889794921875023,2.2215362548828352,-3.3412933349609375,2.347141566186579,0.0,24.850183105468773,3.4034423828125
17,-118.070774789,34.062703227,2017-05-17,11.111474609375023,9.954507446289085,94.21516418457031,0.4692298313316854,2.2172927856445312e-05,12.691857910156273,5.0220947265625
18,-120.384733021,38.7813951810001,2018-07-08,16.952600097656273,4.76404724121096,39.05723571777344,1.6329969233423973,0.0,17.258462524414085,3.541259765625
19,-120.940013153,39.123616279,2016-08-08,14.077966308593773,5.603555297851585,57.62794494628906,1.8684639040775148,0.0,18.531472778320335,3.7857666015625
20,-118.29051221,34.235004873,2018-04-14,10.872308349609398,-2.6583618164062273,32.346649169921875,2.7630049464428006,0.0,12.079644775390648,4.915283203125
21,-118.169512172,34.014844856,2020-09-27,18.139245605468773,16.74427185058596,93.02513122558594,0.529017166749042,0.0,19.178018188476585,0.755859375
22,-121.430912868,35.935174852,2020-06-03,17.42267761230471,13.84687194824221,82.1209716796875,1.437777506774253,0.0,16.187890625000023,3.177734375
23,-121.909131386,39.7517701420001,2022-04-05,10.462884521484398,2.2134185791015852,58.75267028808594,2.812094555762976,8.597969376467063e-07,12.180688476562523,2.2342529296875
24,-118.185312165,33.9036448430001,2021-12-08,11.275689697265648,9.339440917968773,90.31875610351562,1.059836497744743,0.0,9.64905700683596,4.468994140625
25,-122.199924441,39.831148125,2021-09-04,18.89411315917971,5.327813720703148,32.16850280761719,0.8857899014744733,0.0,19.28601989746096,1.6094970703125
26,-118.168972228,34.68933493,2019-06-07,15.046426391601585,11.062249755859398,80.07911682128906,2.4707809463314856,0.0,17.08612976074221,0.0
27,-114.719842532,33.6020209970001,2021-10-14,13.935723876953148,-5.131353759765602,4.66461181640625,0.8123480998072735,8.640150035432725e-07,11.22431335449221,3.2254638671875
28,-116.875753929,33.7484408980001,2022-01-07,9.938821411132835,1.5981231689453352,58.2965087890625,0.6749242495184723,0.0,3.7255187988281477,2.066650390625
29,-117.766962082,33.7475048490001,2020-04-22,12.664590454101585,12.014367675781273,96.74888610839844,1.0849614174487257,0.0,11.51477966308596,4.9693603515625
30,-121.46569644,40.6294052470001,2020-05-31,5.36921081542971,4.933831787109398,97.82310485839844,1.0023159110201587,0.0,8.44361267089846,2.2777099609375
31,-120.273813151,39.9168652880001,2019-09-05,13.999261474609398,9.79718933105471,78.98963928222656,0.784378226445029,0.0,16.249566650390648,3.9542236328125
32,-120.455845648,35.214448846,2019-09-21,16.185571289062523,4.755853271484398,42.851409912109375,2.600259526904773,0.0,16.011437988281273,1.296875
33,-118.120472211,34.579584921,2018-09-29,16.543298339843773,11.42151794433596,74.39109802246094,2.302850416404583,2.3692846298217773e-06,19.83643493652346,0.0
34,-122.243063537,40.4673551700001,2020-07-14,23.50983581542971,6.618081665039085,15.541229248046875,1.3413327655482001,0.0,22.387612915039085,2.072998046875
35,-118.516401257,35.5955605620001,2021-05-26,14.286737060546898,1.0294738769531477,33.71368408203125,0.6883909757321536,0.0,11.727090454101585,4.399169921875
36,-118.927212647,37.6325351830001,2016-06-21,8.488198852539085,1.8934112548828352,67.02606201171875,1.5658574056125723,0.0,8.203103637695335,4.8087158203125
37,-124.151314009,41.7257220920001,2016-08-07,10.219506835937523,9.88355407714846,98.32023620605469,1.0214327827077996,5.513429641723633e-07,11.617166137695335,5.017333984375
38,-118.060492155,34.0291648640001,2022-03-18,9.528604125976585,4.440240478515648,74.55818176269531,1.8773218658175228,0.0,10.65638122558596,4.8212890625
39,-116.078412775,33.5696959200001,2021-11-28,13.401147460937523,-4.138754272460915,12.300491333007812,1.7138576115381194,0.0,10.308648681640648,4.8699951171875
40,-119.734611734,37.2213140870001,2022-05-29,12.465417480468773,8.52900085449221,80.31791687011719,1.6658332514978784,0.0,15.708718872070335,2.0240478515625
41,-118.094212154,33.950704853,2021-05-05,14.743463134765648,13.314111328125023,92.85324096679688,0.8680275751366943,0.0,15.913171386718773,5.01416015625
42,-122.848241672,40.7730421410001,2021-06-18,17.23804626464846,10.799417114257835,67.80685424804688,1.8410719674366431,0.0,19.081948852539085,3.8104248046875
43,-121.329563163,38.7243881050001,2021-07-05,16.195977783203148,12.038247680664085,79.21134948730469,2.145081681125811,0.0,21.087503051757835,2.38671875
44,-117.812602114,34.04587488,2019-07-06,15.975244140625023,13.36487731933596,86.94816589355469,0.26467583662281036,1.8209217955700296e-06,18.108743286132835,4.9599609375
45,-121.476953485,40.9225052690001,2017-09-07,16.421716308593773,15.213952636718773,93.961181640625,1.175858434887493,5.960464477539062e-07,20.494073486328148,4.831787109375
46,-118.03521215,34.023044865,2019-10-19,12.68177185058596,8.504266357421898,79.11247253417969,1.4083570419047682,0.0,13.964212036132835,4.8216552734375
47,-116.884442931,33.7515068980001,2021-08-28,25.42774353027346,4.047265625000023,-6.9023895263671875,0.578717936133282,0.0,20.448571777343773,4.7154541015625
48,-117.719232101,34.081954889,2019-07-02,15.669595336914085,11.270745849609398,78.00575256347656,1.1390462823355607,0.0,17.040811157226585,4.7691650390625
49,-118.011512149,34.0636448700001,2021-04-26,10.900552368164085,9.264764404296898,91.82106018066406,1.2242821872534675,7.586181163787842e-05,12.993630981445335,5.0634765625
50,-116.490611788,32.7692648010001,2016-06-28,20.45099792480471,9.69251403808596,46.20758056640625,0.4645741581679706,0.0,21.155328369140648,2.767333984375
51,-118.501965412,34.7745944600001,2017-08-25,20.040216064453148,10.95697937011721,54.58381652832031,2.064915689265109,0.0,21.656915283203148,0.0
52,-122.714103386,38.825297006,2020-07-13,18.055291748046898,11.27369079589846,66.09199523925781,1.0351017200979276,0.0,20.886010742187523,2.617431640625
53,-117.971252136,33.9860848640001,2021-01-11,5.979776000976585,-2.7887481689452898,56.157379150390625,2.503564915893127,0.0,6.813592529296898,4.8299560546875
54,-116.876671942,33.906964916,2021-10-24,9.619607543945335,9.002969360351585,96.91680908203125,0.9580227097783034,2.942979335784912e-06,11.34473571777346,4.831787109375
55,-118.13015222,34.671334931,2022-01-28,5.775811767578148,-11.21227111816404,15.059585571289062,5.361637581126517,0.0,2.7321411132812727,0.0
56,-122.785463325,38.243416955,2021-06-14,14.981546020507835,14.13495788574221,95.76705932617188,1.3544197988831481,2.8312206268310547e-05,17.351541137695335,2.5023193359375
57,-121.042963171,39.1375821610001,2021-07-19,21.625115966796898,6.271051025390648,23.22967529296875,1.5398428256909378,0.0,24.17371520996096,3.468017578125
58,-122.316613594,40.785185187,2018-05-09,12.599816894531273,9.847940063476585,86.24061584472656,0.7443680806728197,0.0,12.277398681640648,3.712890625
